"OID_","ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","FRAGMENT","JUVENILE","REMNANT","OLD_DEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Length","site_seg","SEGAREA","totaldead","COLONYID"
1088,"NBO",2022,"RA2201","TIN-891","A","0",2.5,1,0,"FMAT",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051382065,"TIN-891 0",2.5,NA,1087
1089,"NBO",2022,"RA2201","TIN-891","A","0",2.5,1,0,"GEDW",0,0,0,0,5,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047169497,"TIN-891 0",2.5,NA,1088
1090,"NBO",2022,"RA2201","TIN-891","A","0",2.5,1,0,"PLUT",0,0,0,0,15,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090301036,"TIN-891 0",2.5,NA,1089
1091,"NBO",2022,"RA2201","TIN-891","A","0",2.5,1,0,"PCHI",0,0,0,0,20,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087788425,"TIN-891 0",2.5,NA,1090
1092,"NBO",2022,"RA2201","TIN-891","A","0",2.5,1,0,"UNKN",0,0,0,0,65,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082233049,"TIN-891 0",2.5,NA,1091
1093,"NBO",2022,"RA2201","TIN-891","A","0",2.5,1,0,"PLOB",0,0,0,0,60,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117216742,"TIN-891 0",2.5,NA,1092
1094,"NBO",2022,"RA2201","TIN-891","A","0",2.5,1,0,"PLOB",0,0,0,0,10,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263755497,"TIN-891 0",2.5,NA,1093
1095,"NBO",2022,"RA2201","TIN-891","A","0",2.5,1,0,"AMYR",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045643344,"TIN-891 0",2.5,NA,1094
1096,"NBO",2022,"RA2201","TIN-891","A","0",2.5,1,0,"TURS",0,0,0,0,20,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157067208,"TIN-891 0",2.5,NA,1095
1097,"NBO",2022,"RA2201","TIN-891","A","0",2.5,1,0,"ASTS",0,0,0,0,5,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065676232,"TIN-891 0",2.5,NA,1096
1098,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"FAVS",0,0,0,0,5,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063711247,"TIN-891 5",2.5,NA,1097
1099,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"GEDW",0,0,0,0,5,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.060959011,"TIN-891 5",2.5,NA,1098
1100,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"PVAR",0,0,0,0,60,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046347179,"TIN-891 5",2.5,NA,1099
1101,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"UNKN",0,0,0,0,75,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050893202,"TIN-891 5",2.5,NA,1100
1102,"NBO",2022,"RA2201","TIN-891","A","5",1,1,0,"ASSP",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037525344,"TIN-891 5",1,NA,1101
1103,"NBO",2022,"RA2201","TIN-891","A","5",1,1,0,"ASSP",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013790313,"TIN-891 5",1,NA,1102
1104,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"ASSP",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062470274,"TIN-891 5",2.5,NA,1103
1105,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"ASSP",0,0,0,0,15,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094180367,"TIN-891 5",2.5,NA,1104
1106,"NBO",2022,"RA2201","TIN-891","A","5",1,1,0,"UNKN",0,0,-1,0,NA,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040608598,"TIN-891 5",1,NA,1105
1107,"NBO",2022,"RA2201","TIN-891","A","5",1,1,0,"ASTS",0,0,-1,0,NA,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030662061,"TIN-891 5",1,NA,1106
1108,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"ACUR",0,0,0,0,10,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.060872644,"TIN-891 5",2.5,NA,1107
1109,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"LPUR",0,0,0,0,15,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047628554,"TIN-891 5",2.5,NA,1108
1110,"NBO",2022,"RA2201","TIN-891","A","5",1,1,0,"PVAR",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041695481,"TIN-891 5",1,NA,1109
1111,"NBO",2022,"RA2201","TIN-891","A","5",1,1,0,"ASSP",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033420445,"TIN-891 5",1,NA,1110
1112,"NBO",2022,"RA2201","TIN-891","A","5",1,1,0,"UNKN",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015148605,"TIN-891 5",1,NA,1111
1113,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"PLOB",0,0,0,0,5,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.319801377,"TIN-891 5",2.5,NA,1112
1114,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"POSP",0,0,0,0,10,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065409266,"TIN-891 5",2.5,NA,1113
1115,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"FMAT",0,0,0,0,65,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090936895,"TIN-891 5",2.5,NA,1114
1116,"NBO",2022,"RA2201","TIN-891","A","5",1,1,0,"CYPS",0,0,-1,0,NA,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041858461,"TIN-891 5",1,NA,1115
1117,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"GEDW",0,0,0,0,50,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055162081,"TIN-891 5",2.5,NA,1116
1118,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"PLSP",0,0,0,0,10,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057255791,"TIN-891 5",2.5,NA,1117
1119,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"FMAT",0,0,0,0,5,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046547655,"TIN-891 5",2.5,NA,1118
1120,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"PLOB",0,0,0,0,5,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076886499,"TIN-891 5",2.5,NA,1119
1121,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"PLOB",0,0,0,0,65,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.573531768,"TIN-891 5",2.5,NA,1120
1122,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"PVAR",0,0,0,0,15,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046478726,"TIN-891 5",2.5,NA,1121
1123,"NBO",2022,"RA2201","TIN-891","A","5",1,1,0,"PAVS",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040240058,"TIN-891 5",1,NA,1122
1124,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"PLUT",0,0,0,0,10,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067335433,"TIN-891 5",2.5,NA,1123
1125,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"FASP",0,0,0,0,80,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148613825,"TIN-891 5",2.5,NA,1124
1126,"NBO",2022,"RA2201","TIN-891","A","5",1,1,0,"PAVS",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020218461,"TIN-891 5",1,NA,1125
1127,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"GASP",0,0,0,0,40,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109017443,"TIN-891 5",2.5,NA,1126
1128,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"GASP",0,0,0,0,5,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065918564,"TIN-891 5",2.5,NA,1127
1129,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"CYPS",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069717956,"TIN-891 5",2.5,NA,1128
1130,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"ASSP",0,0,0,0,15,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066722137,"TIN-891 5",2.5,NA,1129
1131,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"UNKN",0,0,0,0,35,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053450446,"TIN-891 5",2.5,NA,1130
1132,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"UNKN",0,0,0,0,15,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046246271,"TIN-891 5",2.5,NA,1131
1133,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"PLOB",0,0,0,0,20,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179091195,"TIN-891 5",2.5,NA,1132
1134,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"POSP",0,0,0,0,75,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072673429,"TIN-891 5",2.5,NA,1133
1135,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"AMYR",0,0,0,0,20,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046214274,"TIN-891 5",2.5,NA,1134
1136,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"ASTS",0,0,0,0,80,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083345207,"TIN-891 5",2.5,NA,1135
1137,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"TURS",0,0,0,0,35,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090021421,"TIN-891 5",2.5,NA,1136
1138,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"PLOB",0,0,0,0,95,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208242524,"TIN-891 5",2.5,NA,1137
1139,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"GASP",0,0,0,0,5,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062719546,"TIN-891 5",2.5,NA,1138
1140,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"TURS",0,0,0,0,75,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288383812,"TIN-891 5",2.5,NA,1139
1141,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"PLUT",0,0,0,0,10,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153100342,"TIN-891 5",2.5,NA,1140
1142,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"PLOB",0,0,0,0,15,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.160929081,"TIN-891 5",2.5,NA,1141
1143,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"PLOB",0,0,0,0,20,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10037082,"TIN-891 5",2.5,NA,1142
1144,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"PLOB",0,0,0,0,5,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178159318,"TIN-891 5",2.5,NA,1143
1145,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"STYS",0,0,0,0,5,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045337014,"TIN-891 5",2.5,NA,1144
1146,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"PLOB",0,0,0,0,90,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130681862,"TIN-891 5",2.5,NA,1145
1147,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"AMYR",0,0,0,0,40,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049379495,"TIN-891 5",2.5,NA,1146
1148,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"PLSP",0,0,0,0,20,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.060107065,"TIN-891 5",2.5,NA,1147
1149,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"ACUR",0,0,0,0,35,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058882279,"TIN-891 5",2.5,NA,1148
1150,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"PLOB",0,0,0,0,10,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.442223285,"TIN-891 5",2.5,NA,1149
1151,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"GASP",0,0,0,0,5,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059185605,"TIN-891 5",2.5,NA,1150
1152,"NBO",2022,"RA2201","TIN-891","A","5",2.5,1,0,"TURS",0,0,0,0,50,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052120217,"TIN-891 5",2.5,NA,1151
1153,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"POSP",0,0,0,0,3,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321183585,"TIN-891 5",2.5,NA,1152
1154,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"FMAT",0,0,0,0,55,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092067945,"TIN-891 5",2.5,NA,1153
1155,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"OUSP",0,0,0,0,20,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058003338,"TIN-891 5",2.5,NA,1154
1156,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"POSP",0,0,0,0,1,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076710838,"TIN-891 5",2.5,NA,1155
1157,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"PLOB",0,0,0,0,7,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061922687,"TIN-891 5",2.5,NA,1156
1158,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"POSP",0,0,0,0,3,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.183540599,"TIN-891 5",2.5,NA,1157
1159,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"PLOB",0,0,0,0,1,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134838757,"TIN-891 5",2.5,NA,1158
1160,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"POSP",0,0,0,0,3,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154676062,"TIN-891 5",2.5,NA,1159
1161,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"GASP",0,0,0,0,0,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062801488,"TIN-891 5",2.5,NA,1160
1162,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"AMYR",0,0,0,-1,0,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045998806,"TIN-891 5",2.5,NA,1161
1163,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"POSP",0,0,0,0,20,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177383344,"TIN-891 5",2.5,NA,1162
1164,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"CYPS",0,0,0,0,30,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066979364,"TIN-891 5",2.5,NA,1163
1165,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"GASP",0,0,0,0,2,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05943067,"TIN-891 5",2.5,NA,1164
1166,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"PLOB",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068059747,"TIN-891 5",2.5,NA,1165
1167,"JC",2022,"RA2201","TIN-891","A","5",1,1,0,"FASP",0,0,-1,0,NA,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045898011,"TIN-891 5",1,NA,1166
1168,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"POSP",0,0,0,0,15,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238597423,"TIN-891 5",2.5,NA,1167
1169,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"GASP",0,0,0,0,3,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051655276,"TIN-891 5",2.5,NA,1168
1170,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"POSP",0,0,0,0,25,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284823494,"TIN-891 5",2.5,NA,1169
1171,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"POSP",0,0,0,0,10,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17615707,"TIN-891 5",2.5,NA,1170
1172,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"POSP",0,0,0,0,25,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069609518,"TIN-891 5",2.5,NA,1171
1173,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"GEDW",0,0,0,0,2,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061844102,"TIN-891 5",2.5,NA,1172
1174,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"GPEC",0,0,0,0,5,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066271059,"TIN-891 5",2.5,NA,1173
1175,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"PCHI",0,0,0,-1,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049735528,"TIN-891 5",2.5,NA,1174
1176,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"CYPS",0,0,0,0,30,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118744684,"TIN-891 5",2.5,NA,1175
1177,"JC",2022,"RA2201","TIN-891","A","5",1,1,0,"LPUR",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046850878,"TIN-891 5",1,NA,1176
1178,"JC",2022,"RA2201","TIN-891","A","5",1,1,0,"FASP",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010978409,"TIN-891 5",1,NA,1177
1179,"JC",2022,"RA2201","TIN-891","A","5",1,1,0,"POCS",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013300096,"TIN-891 5",1,NA,1178
1180,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"TURS",0,0,0,0,70,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050367532,"TIN-891 5",2.5,NA,1179
1181,"JC",2022,"RA2201","TIN-891","A","5",1,1,0,"LPUR",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049866394,"TIN-891 5",1,NA,1180
1182,"JC",2022,"RA2201","TIN-891","A","5",1,1,0,"ASSP",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029583599,"TIN-891 5",1,NA,1181
1183,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"AMYR",0,0,0,0,15,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106682771,"TIN-891 5",2.5,NA,1182
1184,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"AMYR",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.064275661,"TIN-891 5",2.5,NA,1183
1185,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"SCYL",0,0,0,0,3,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078557398,"TIN-891 5",2.5,NA,1184
1186,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"GASP",0,0,0,0,25,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100438662,"TIN-891 5",2.5,NA,1185
1187,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"LPUR",0,0,0,0,50,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057741497,"TIN-891 5",2.5,NA,1186
1188,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"AMYR",0,0,0,0,3,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088346264,"TIN-891 5",2.5,NA,1187
1189,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"AMYR",0,0,0,0,70,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127877046,"TIN-891 5",2.5,NA,1188
1190,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"PLOB",0,0,0,-1,0,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029239933,"TIN-891 5",2.5,NA,1189
1191,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"AMYR",0,0,0,0,15,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053790346,"TIN-891 5",2.5,NA,1190
1192,"JC",2022,"RA2201","TIN-891","A","5",2.5,1,0,"CYPS",0,0,0,0,75,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134132962,"TIN-891 5",2.5,NA,1191
1193,"JC",2022,"RA2201","TIN-891","A","5",1,1,0,"STYS",0,0,-1,0,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040319682,"TIN-891 5",1,NA,1192
1194,"JC",2022,"RA2201","TIN-891","A","5",1,1,0,"CYPS",0,0,-1,0,NA,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029630191,"TIN-891 5",1,NA,1193
1195,"JC",2022,"RA2201","TIN-891","A","5",1,1,0,"PSSP",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040735908,"TIN-891 5",1,NA,1194
1196,"JC",2022,"RA2201","TIN-891","A","5",1,1,0,"PSSP",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010601655,"TIN-891 5",1,NA,1195
1197,"JC",2022,"RA2201","TIN-891","A","5",1,1,0,"PVAR",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03315359,"TIN-891 5",1,NA,1196
