"FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","JUVENILE","FRAGMENT","REMNANT","OLDDEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Leng","site_seg","SEGAREA","totaldead"
"7557","CA",2019,"SE1902","MAI-02541","A","10",2.5,1,"0","POSP","0",0,"0","0",45,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.084446078,"MAI-02541 10",2.5,45
"7558","CSC",2019,"SE1902","MAI-02541","A","0",1,1,"0","PLOB","0",-1,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.021651097,"MAI-02541 0",1,0
"7559","CSC",2019,"SE1902","MAI-02541","A","0",1,1,"0","MPAT","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.011744361,"MAI-02541 0",1,0
"7560","CSC",2019,"SE1902","MAI-02541","A","0",1,1,"0","MPAT","0",-1,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.04568293,"MAI-02541 0",1,0
"7561","CSC",2019,"SE1902","MAI-02541","A","0",1,1,"0","PBER","0",-1,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.012306502,"MAI-02541 0",1,0
"7562","CSC",2019,"SE1902","MAI-02541","A","0",1,1,"0","PBER","0",-1,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.010131634,"MAI-02541 0",1,0
"7563","CSC",2019,"SE1902","MAI-02541","A","0",1,1,"0","COCE","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.037389972,"MAI-02541 0",1,0
"7564","CSC",2019,"SE1902","MAI-02541","A","5",1,1,"0","PCOM","0",-1,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.034790803,"MAI-02541 5",1,0
"7565","CSC",2019,"SE1902","MAI-02541","A","5",1,1,"0","POSP","0",-1,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.033008029,"MAI-02541 5",1,0
"7566","CSC",2019,"SE1902","MAI-02541","A","10",2.5,1,"0","MPAT","0",0,"0","0",40,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.053021977,"MAI-02541 10",2.5,40
"7567","MSL",2019,"SE1902","MAI-02543","A","0",2.5,1,"0","PLOB","0",0,"0","0",60,"MD","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.87487186,"MAI-02543 0",2.5,60
"7568","MSL",2019,"SE1902","MAI-02543","A","0",2.5,1,"0","MPAT","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.078806407,"MAI-02543 0",2.5,0
"7569","MSL",2019,"SE1902","MAI-02543","A","0",2.5,1,"0","MPAT","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.107647017,"MAI-02543 0",2.5,0
"7570","MSL",2019,"SE1902","MAI-02543","A","0",2.5,1,"0","MPAT","0",0,"0","0",10,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.110501628,"MAI-02543 0",2.5,10
"7571","MSL",2019,"SE1902","MAI-02543","A","0",2.5,1,"0","MOSP","0",0,"0","0",5,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.065598553,"MAI-02543 0",2.5,5
"7572","MSL",2019,"SE1902","MAI-02543","A","0",2.5,1,"0","MPAT","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.056158702,"MAI-02543 0",2.5,0
"7573","MSL",2019,"SE1902","MAI-02543","A","0",2.5,1,"0","MPAT","0",0,"0","0",40,"EF","NA",0,"NA",0,"NA",0,"BLE",10,1,"NA",0,0,"NA",0,0,0.11172775,"MAI-02543 0",2.5,40
"7574","MSL",2019,"SE1902","MAI-02543","A","0",2.5,1,"0","MPAT","0",0,"0","0",30,"EF","GAST",3,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.118570907,"MAI-02543 0",2.5,33
"7575","MSL",2019,"SE1902","MAI-02543","A","0",2.5,1,"0","PLOB","0",0,"0","0",85,"MD","FISH",1,"NA",0,"NA",0,"PRS",1,0,"NA",0,0,"NA",0,0,0.672025297,"MAI-02543 0",2.5,86
"7576","MSL",2019,"SE1902","MAI-02543","A","0",2.5,1,"0","PLOB","0",0,"0","0",10,"MD","FISH",1,"NA",0,"NA",0,"DIS",3,0,"NA",0,0,"NA",0,0,0.925271182,"MAI-02543 0",2.5,11
"7577","MSL",2019,"SE1902","MAI-02543","A","0",2.5,1,"0","MPAT","0",0,"0","0",0,"EF","FISH",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.186725307,"MAI-02543 0",2.5,1
"7578","MSL",2019,"SE1902","MAI-02543","A","0",2.5,1,"0","MPAT","0",0,"0","0",80,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.200711261,"MAI-02543 0",2.5,80
"7579","MSL",2019,"SE1902","MAI-02543","A","0",2.5,1,"0","PCOM","0",0,"0","0",60,"BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.177543798,"MAI-02543 0",2.5,60
"7580","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PLOB","0",0,"0","0",5,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.296709319,"MAI-02543 5",2.5,5
"7581","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PMEA","0",0,"0","0",0,"BR","FISH",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.150439689,"MAI-02543 5",2.5,1
"7582","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PLOB","0",0,"0","0",50,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.367939397,"MAI-02543 5",2.5,50
"7583","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","MCAP","0",0,"0","0",1,"EF","NA",0,"NA",0,"NA",0,"BLE",99,3,"NA",0,0,"NA",0,0,0.112423664,"MAI-02543 5",2.5,1
"7584","MSL",2019,"SE1902","MAI-02543","A","5",1,1,"0","MCAP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.049503636,"MAI-02543 5",1,0
"7585","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PLOB","0",0,"0","0",40,"MD","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.187189878,"MAI-02543 5",2.5,40
"7586","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","MCAP","0",0,"0","0",1,"EF","NA",0,"NA",0,"NA",0,"BLP",50,2,"NA",0,0,"NA",0,0,0.21301723,"MAI-02543 5",2.5,1
"7587","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PCOM","0",0,"0","0",50,"BR","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.743240055,"MAI-02543 5",2.5,50
"7588","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PCOM","0",0,"0","0",60,"BR","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.360858005,"MAI-02543 5",2.5,60
"7589","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PLOB","0",0,"0","0",5,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.179268653,"MAI-02543 5",2.5,5
"7590","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PLOB","0",0,"0","0",45,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.386937205,"MAI-02543 5",2.5,45
"7591","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PCOM","0",0,"0","0",15,"BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.157760482,"MAI-02543 5",2.5,15
"7592","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","MCAP","0",0,"0","0",0,"EF","FISH",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.155577665,"MAI-02543 5",2.5,1
"7593","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","MCAP","0",0,"0","0",90,"EF","NA",0,"NA",0,"NA",0,"BLE",10,3,"NA",0,0,"NA",0,0,0.147624998,"MAI-02543 5",2.5,90
"7594","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","MPAT","0",0,"0","0",1,"EF","NA",0,"NA",0,"NA",0,"BLE",99,1,"NA",0,0,"NA",0,0,0.097672923,"MAI-02543 5",2.5,1
"7595","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","MCAP","0",0,"0","0",10,"EF","PRED",1,"NA",0,"NA",0,"BLE",10,3,"NA",0,0,"NA",0,0,0.28912428,"MAI-02543 5",2.5,11
"7596","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PLOB","0",0,"0","0",0,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.126424127,"MAI-02543 5",2.5,0
"7597","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","MPAT","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.078920847,"MAI-02543 5",2.5,0
"7598","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PLOB","0",0,"0","0",60,"EM","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.208044154,"MAI-02543 5",2.5,60
"7599","MSL",2019,"SE1902","MAI-02543","A","5",1,1,"0","POSP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.01812319,"MAI-02543 5",1,0
"7600","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PLOB","0",0,"0","0",3,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.2560655,"MAI-02543 5",2.5,3
"7601","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","MCAP","0",0,"0","0",90,"EF","GAST",1,"NA",0,"NA",0,"BLE",5,2,"NA",0,0,"NA",0,0,0.384596957,"MAI-02543 5",2.5,91
"7602","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","MCAP","0",0,"0","0",10,"EM","NA",0,"NA",0,"NA",0,"BLE",40,2,"NA",0,0,"NA",0,0,0.204765548,"MAI-02543 5",2.5,10
"7603","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PCOM","0",0,"0","0",10,"BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.234746778,"MAI-02543 5",2.5,10
"7604","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PLOB","0",0,"0","0",25,"EM","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.156657237,"MAI-02543 5",2.5,25
"7605","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PLOB","0",0,"0","0",65,"MD","NA",0,"NA",0,"NA",0,"DIS",1,0,"NA",0,0,"NA",0,0,0.403086021,"MAI-02543 5",2.5,65
"7606","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PLOB","0",0,"0","0",1,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.219814693,"MAI-02543 5",2.5,1
"7607","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","MPAT","0",0,"0","0",30,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.117852831,"MAI-02543 5",2.5,30
"7608","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","MCAP","0",0,"0","0",5,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.12216321,"MAI-02543 5",2.5,5
"7609","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PCOM","0",0,"0","0",15,"BR","NA",0,"NA",0,"NA",0,"ALG",1,0,"SGA",1,0,"NA",0,0,0.235504247,"MAI-02543 5",2.5,15
"7610","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PLOB","0",0,"0","0",5,"MD","FISH",1,"NA",0,"NA",0,"PRS",1,0,"NA",0,0,"NA",0,0,0.444520967,"MAI-02543 5",2.5,6
"7611","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PLOB","0",0,"0","0",1,"EM","NA",0,"NA",0,"NA",0,"DIS",1,0,"NA",0,0,"NA",0,0,0.238241327,"MAI-02543 5",2.5,1
"7612","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","MPAT","0",0,"0","0",20,"EM","NA",0,"NA",0,"NA",0,"BLE",80,1,"NA",0,0,"NA",0,0,0.093107733,"MAI-02543 5",2.5,20
"7613","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","MCAP","0",0,"0","0",1,"EM","NA",0,"NA",0,"NA",0,"BLE",99,2,"NA",0,0,"NA",0,0,0.149569415,"MAI-02543 5",2.5,1
"7614","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","MPAT","0",0,"0","0",10,"EM","NA",0,"NA",0,"NA",0,"BLE",90,2,"NA",0,0,"NA",0,0,0.073860003,"MAI-02543 5",2.5,10
"7615","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PCOM","0",0,"0","0",60,"BR","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.187993723,"MAI-02543 5",2.5,60
"7616","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","MCAP","0",0,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.088000284,"MAI-02543 5",2.5,0
"7617","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PLOB","0",0,"0","0",50,"EM","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.235148485,"MAI-02543 5",2.5,50
"7618","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","MPAT","0",0,"0","0",10,"EF","NA",0,"NA",0,"NA",0,"BLE",90,1,"NA",0,0,"NA",0,0,0.238187259,"MAI-02543 5",2.5,10
"7619","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PLOB","0",0,"0","0",60,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.207590462,"MAI-02543 5",2.5,60
"7620","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PLOB","0",0,"0","0",65,"MD","NA",0,"NA",0,"NA",0,"SGA",10,0,"ALG",1,0,"NA",0,0,0.371100862,"MAI-02543 5",2.5,65
"7621","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","MPAT","0",0,"0","0",70,"EF","NA",0,"NA",0,"NA",0,"BLE",25,2,"NA",0,0,"NA",0,0,0.295706915,"MAI-02543 5",2.5,70
"7622","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PLOB","0",0,"0","0",1,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.146988503,"MAI-02543 5",2.5,1
"7623","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PLOB","0",0,"0","0",1,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.052568051,"MAI-02543 5",2.5,1
"7624","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PCOM","0",0,"0","0",20,"BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.349069277,"MAI-02543 5",2.5,20
"7625","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","MCAP","0",0,"0","0",1,"EF","NA",0,"NA",0,"NA",0,"BLE",5,1,"NA",0,0,"NA",0,0,0.117455098,"MAI-02543 5",2.5,1
"7626","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PLOB","0",0,"0","0",30,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.127104091,"MAI-02543 5",2.5,30
"7627","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PLOB","0",0,"0","0",5,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.197580895,"MAI-02543 5",2.5,5
"7628","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PLOB","0",0,"0","0",10,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.179710044,"MAI-02543 5",2.5,10
"7629","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PCOM","0",0,"0","0",97,"BR","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.70145826,"MAI-02543 5",2.5,97
"7630","MSL",2019,"SE1902","MAI-02543","A","5",2.5,1,"0","PLOB","0",0,"0","0",50,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.089729035,"MAI-02543 5",2.5,50
"7631","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","PLOB","0",0,"0","0",50,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.540601156,"MAI-02543 10",2.5,50
"7632","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","PCOM","0",0,"0","0",10,"BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.196365093,"MAI-02543 10",2.5,10
"7633","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","MPAT","0",0,"0","0",0,"MD","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.057040425,"MAI-02543 10",2.5,0
"7634","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","MCAP","0",0,"0","0",50,"EF","NA",0,"NA",0,"NA",0,"BLE",40,2,"NA",0,0,"NA",0,0,0.056323531,"MAI-02543 10",2.5,50
"7635","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","MCAP","0",0,"0","0",5,"EF","PRED",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.259355143,"MAI-02543 10",2.5,6
"7636","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","PLOB","0",0,"0","0",10,"EM","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.140044886,"MAI-02543 10",2.5,10
"7637","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","PLOB","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.07158282,"MAI-02543 10",2.5,0
"7638","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","MPAT","0",0,"0","0",15,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.185786463,"MAI-02543 10",2.5,15
"7639","MSL",2019,"SE1902","MAI-02543","A","10",1,1,"0","MCAP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.020820182,"MAI-02543 10",1,0
"7640","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","MPAT","0",0,"0","0",40,"EM","NA",0,"NA",0,"NA",0,"BLE",60,1,"NA",0,0,"NA",0,0,0.144161923,"MAI-02543 10",2.5,40
"7641","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","PLOB","0",0,"0","0",20,"MD","NA",0,"NA",0,"NA",0,"SGA",1,0,"ALG",1,0,"NA",0,0,0.255202861,"MAI-02543 10",2.5,20
"7642","MSL",2019,"SE1902","MAI-02543","A","10",1,1,"0","MPAT","0",-1,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.04800552,"MAI-02543 10",1,0
"7643","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","PLOB","0",0,"0","0",70,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.281429281,"MAI-02543 10",2.5,70
"7644","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","PLOB","0",0,"0","0",10,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.087225513,"MAI-02543 10",2.5,10
"7645","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","MPAT","0",0,"0","0",80,"EM","NA",0,"NA",0,"NA",0,"BLE",20,1,"NA",0,0,"NA",0,0,0.313245846,"MAI-02543 10",2.5,80
"7646","MSL",2019,"SE1902","MAI-02543","A","10",1,1,"0","MCAP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.029920728,"MAI-02543 10",1,0
"7647","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","PLOB","0",0,"0","0",15,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.097490512,"MAI-02543 10",2.5,15
"7648","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","PLOB","0",0,"0","0",5,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.222468536,"MAI-02543 10",2.5,5
"7649","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","PLOB","0",0,"0","0",5,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.122340509,"MAI-02543 10",2.5,5
"7650","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","MCAP","0",0,"0","0",50,"EF","NA",0,"NA",0,"NA",0,"BLE",50,3,"NA",0,0,"NA",0,0,0.080793316,"MAI-02543 10",2.5,50
"7651","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","PLOB","0",0,"0","0",60,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.151754044,"MAI-02543 10",2.5,60
"7652","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","MCAP","0",0,"0","0",40,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.1719333,"MAI-02543 10",2.5,40
"7653","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","MCAP","0",0,"0","0",60,"EM","NA",0,"NA",0,"NA",0,"BLE",20,2,"NA",0,0,"NA",0,0,0.171181104,"MAI-02543 10",2.5,60
"7654","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","MCAP","0",0,"0","0",5,"EM","NA",0,"NA",0,"NA",0,"BLE",20,3,"NA",0,0,"NA",0,0,0.132210893,"MAI-02543 10",2.5,5
"7655","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","MPAT","0",0,"0","0",15,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.18331552,"MAI-02543 10",2.5,15
"7656","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","PCOM","0",0,"0","0",20,"BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.210912897,"MAI-02543 10",2.5,20
"7657","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","PLOB","0",0,"0","0",25,"MD","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.180912222,"MAI-02543 10",2.5,25
"7658","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","MPAT","0",0,"0","0",60,"EM","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.125273221,"MAI-02543 10",2.5,60
"7659","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","POSP","0",0,"0","0",0,"KN","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.062475996,"MAI-02543 10",2.5,0
"7660","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","PCOM","0",0,"0","0",5,"BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.116710111,"MAI-02543 10",2.5,5
"7661","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","PLOB","0",0,"0","0",30,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.194881118,"MAI-02543 10",2.5,30
"7662","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","PLOB","0",0,"0","0",15,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.133092223,"MAI-02543 10",2.5,15
"7663","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","PLOB","0",0,"0","0",15,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.188148932,"MAI-02543 10",2.5,15
"7664","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","MPAT","0",0,"0","0",40,"EF","NA",0,"NA",0,"NA",0,"BLE",60,1,"NA",0,0,"NA",0,0,0.09022023,"MAI-02543 10",2.5,40
"7665","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","MCAP","0",0,"0","0",50,"EF","NA",0,"NA",0,"NA",0,"BLE",50,3,"NA",0,0,"NA",0,0,0.053541199,"MAI-02543 10",2.5,50
"7666","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","MCAP","0",0,"0","0",40,"EM","GAST",3,"NA",0,"NA",0,"BLE",20,2,"NA",0,0,"NA",0,0,0.364136309,"MAI-02543 10",2.5,43
"7667","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","MPAT","0",0,"0","0",40,"EM","NA",0,"NA",0,"NA",0,"BLE",60,2,"NA",0,0,"NA",0,0,0.155292562,"MAI-02543 10",2.5,40
"7668","MSL",2019,"SE1902","MAI-02543","A","10",2.5,1,"0","MPAT","0",0,"0","0",5,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.088041184,"MAI-02543 10",2.5,5
"7669","MSL",2019,"SE1902","MAI-02543","A","15",2.5,1,"0","MPAT","0",0,"0","0",5,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.270787759,"MAI-02543 15",2.5,5
"7670","MSL",2019,"SE1902","MAI-02543","A","15",2.5,1,"0","MCAP","0",0,"0","0",85,"EF","NA",0,"NA",0,"NA",0,"BLE",15,2,"NA",0,0,"NA",0,0,0.355781801,"MAI-02543 15",2.5,85
