FID,ANALYST,OBS_YEAR,MISSION_ID,SITE,SEGMENT,SEGLENGTH,SEGWIDTH,NO_COLONY_,SPCODE,FRAGMENT_Y,MORPH_CODE,EX_BOUND,OLDDEAD,RDCAUSE1,RD_1,RDCAUSE2,RD_2,RDCAUSE3,RD_3,CON_1,EXTENT_1,SEV_1,CON_2,EXTENT_2,SEV_2,CON_3,EXTENT_3,SEV_3,SHAPE_Leng,ADULT_JUV,FRAGMENT,COLONYLENG,MAXD
411,MW,2019, ,OAH_SfM25,5,2.5000000,1.0000000,0,MCAP,0,EM,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.093425584045000, ,0,0.000000000000000, 
412,MW,2019, ,OAH_SfM25,5,2.5000000,1.0000000,0,MCAP,0,EM,0,65, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.073702443714100, ,0,0.000000000000000, 
413,MA,2019, ,SfM26,1,2.5000000,1.0000000,0,PMEA,0,BR,0,75,TLS,3, ,0, ,0,BLE,30,4, ,0,0, ,0,0,0.242811139285000, ,0,0.000000000000000, 
414,MA,2019, ,SfM26,1,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.034808045877600, ,0,0.000000000000000, 
415,MA,2019, ,SfM26,1,2.5000000,1.0000000,0,PLOB,0,EF,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.150213514000000, ,0,0.000000000000000, 
416,MA,2019, ,SfM26,1,2.5000000,1.0000000,0,PLOB,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.020942301698400, ,0,0.000000000000000, 
417,MA,2019, ,SfM26,1,2.5000000,1.0000000,0,PLOB,0,EF,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.062909218977400, ,0,0.000000000000000, 
418,MA,2019, ,SfM26,1,2.5000000,1.0000000,0,MPAT,0,EF,0,3, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.060233213621700, ,0,0.000000000000000, 
419,MA,2019, ,SfM26,1,2.5000000,1.0000000,0,PLOB,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.059990832692100, ,0,0.000000000000000, 
420,MA,2019, ,SfM26,1,2.5000000,1.0000000,0,PLOB,0,MD,0,40, ,0, ,0, ,0,BLE,10,4, ,0,0, ,0,0,0.065760549849900, ,0,0.000000000000000, 
421,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PMEA,0,BR,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.324974152224000, ,0,0.000000000000000, 
422,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PLOB,0,EF,0,15, ,0, ,0, ,0,ALG,2,0, ,0,0, ,0,0,0.191302117578000, ,0,0.000000000000000, 
423,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PLOB,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.019197134092000, ,0,0.000000000000000, 
424,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PLOB,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.015033628756500, ,0,0.000000000000000, 
425,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,POCS,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.025045957334000, ,0,0.000000000000000, 
426,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.050225987808500, ,0,0.000000000000000, 
427,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PLOB,0,EF,0,20, ,0, ,0, ,0,ALG,3,0, ,0,0, ,0,0,0.193540203273000, ,0,0.000000000000000, 
428,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.058297512200400, ,0,0.000000000000000, 
429,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PLOB,0,MD,0,90, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.143080571133000, ,0,0.000000000000000, 
430,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PMEA,0,BR,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.179443862883000, ,0,0.000000000000000, 
431,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PGRA,0,BR,0,7,TLS,5, ,0, ,0,BLE,100,4, ,0,0, ,0,0,0.256404992456000, ,0,0.000000000000000, 
432,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.212206149357000, ,0,0.000000000000000, 
433,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PLOB,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.026532432328700, ,0,0.000000000000000, 
434,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PLOB,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.058918587528500, ,0,0.000000000000000, 
435,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.055383210163800, ,0,0.000000000000000, 
436,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PLOB,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.031320919593800, ,0,0.000000000000000, 
437,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PLOB,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.071800069486400, ,0,0.000000000000000, 
438,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PLOB,0,MD,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.075400000438100, ,0,0.000000000000000, 
439,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PLOB,0,EF,0,70, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.230643729694000, ,0,0.000000000000000, 
440,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PLOB,0,EF,0,3, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.107905884921000, ,0,0.000000000000000, 
441,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0,BLE,10,4, ,0,0, ,0,0,0.099483868306700, ,0,0.000000000000000, 
442,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PLOB,0,MD,0,40, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.242403486207000, ,0,0.000000000000000, 
443,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PLOB,0,EF,0,3, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.079649545082000, ,0,0.000000000000000, 
444,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PLOB,0,MD,0,10, ,0, ,0, ,0,ALG,2,0, ,0,0, ,0,0,0.235758392799000, ,0,0.000000000000000, 
445,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PLOB,0,EF,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.229262208282000, ,0,0.000000000000000, 
446,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PLOB,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.053544841143100, ,0,0.000000000000000, 
447,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,POSP,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.031705205001300, ,0,0.000000000000000, 
448,MA,2019, ,SfM26,3,2.5000000,1.0000000,0,PLOB,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.083822013756500, ,0,0.000000000000000, 
449,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,PMEA,0,BR,0,7,FISH,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.267807412477000, ,0,0.000000000000000, 
450,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,PMEA,0,BR,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.209658318185000, ,0,0.000000000000000, 
451,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.235021786561000, ,0,0.000000000000000, 
452,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,PMEA,0,BR,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.254463061945000, ,0,0.000000000000000, 
453,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,PMEA,0,BR,0,10,TLS,7, ,0, ,0,BLE,2,5, ,0,0, ,0,0,0.220567382508000, ,0,0.000000000000000, 
454,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,PMEA,0,BR,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.171429870318000, ,0,0.000000000000000, 
455,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,PLOB,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.037198118475600, ,0,0.000000000000000, 
456,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.034525931940800, ,0,0.000000000000000, 
457,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,POCS,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.027166524015900, ,0,0.000000000000000, 
458,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,PLOB,0,EF,0,60, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.096796125659700, ,0,0.000000000000000, 
459,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,PLOB,0,EF,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.044893762673900, ,0,0.000000000000000, 
460,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,PLOB,0,MD,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.073136174263200, ,0,0.000000000000000, 
461,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,POSP,0,MD,0,40, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.051189256860000, ,0,0.000000000000000, 
462,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,PLOB,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.036575948499900, ,0,0.000000000000000, 
463,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,POCS,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.019043371703100, ,0,0.000000000000000, 
464,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,PLOB,0,EF,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.101295608324000, ,0,0.000000000000000, 
465,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,PLOB,0,EF,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.049709657388000, ,0,0.000000000000000, 
466,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,PLOB,0,MD,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.073369543806400, ,0,0.000000000000000, 
467,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,MPAT,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.025339691703300, ,0,0.000000000000000, 
468,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,PLOB,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.042528695586800, ,0,0.000000000000000, 
469,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,PLOB,0,MD,0,10, ,0, ,0, ,0,ALG,2,0, ,0,0, ,0,0,0.068071211670900, ,0,0.000000000000000, 
470,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,MPAT,0,EF,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.151296067349000, ,0,0.000000000000000, 
471,MA,2019, ,SfM26,5,2.5000000,1.0000000,0,PLOB,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.049796585641600, ,0,0.000000000000000, 
472,MW,2019, ,OAH_SfM26,3,2.5000000,1.0000000,0,PMEA,0,BR,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.329098465978000, ,0,0.000000000000000, 
473,MW,2019, ,OAH_SfM26,3,2.5000000,1.0000000,0,PLOB,0,EM,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.203906277571000, ,0,0.000000000000000, 
474,MW,2019, ,OAH_SfM26,3,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.054670375409000, ,0,0.000000000000000, 
475,MW,2019, ,OAH_SfM26,3,2.5000000,1.0000000,0,PMEA,0,BR,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.178367093288000, ,0,0.000000000000000, 
476,MW,2019, ,OAH_SfM26,3,2.5000000,1.0000000,0,PLOB,0,EM,0,2,FISH,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.082769861998400, ,0,0.000000000000000, 
477,MW,2019, ,OAH_SfM26,3,2.5000000,1.0000000,0,PLOB,0,EM,0,45, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.325188713828000, ,0,0.000000000000000, 
478,MW,2019, ,OAH_SfM26,3,2.5000000,1.0000000,0,PMEA,0,BR,0,0,TLS,20, ,0, ,0, ,0,0, ,0,0, ,0,0,0.253034859755000, ,0,0.000000000000000, 
479,MW,2019, ,OAH_SfM26,3,2.5000000,1.0000000,0,PLOB,0,MD,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.244512678777000, ,0,0.000000000000000, 
480,MW,2019, ,OAH_SfM26,3,2.5000000,1.0000000,0,PLOB,0,EM,0,55, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.216455261044000, ,0,0.000000000000000, 
481,MW,2019, ,OAH_SfM26,5,2.5000000,1.0000000,0,PMEA,0,BR,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.277484143787000, ,0,0.000000000000000, 
482,MW,2019, ,OAH_SfM26,5,2.5000000,1.0000000,0,PLOB,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.073947887771500, ,0,0.000000000000000, 
483,MW,2019, ,OAH_SfM26,5,2.5000000,1.0000000,0,PMEA,0,BR,0,2, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.220801924374000, ,0,0.000000000000000, 
484,MW,2019, ,OAH_SfM26,5,2.5000000,1.0000000,0,PMEA,0,BR,0,0,FISH,1, ,0, ,0, ,0,0, ,0,0, ,0,0,0.235037528328000, ,0,0.000000000000000, 
485,MW,2019, ,OAH_SfM26,5,2.5000000,1.0000000,0,PMEA,0,BR,0,3, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.245608977874000, ,0,0.000000000000000, 
486,MW,2019, ,OAH_SfM26,5,2.5000000,1.0000000,0,PLOB,0,EM,0,27, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.059337172379900, ,0,0.000000000000000, 
487,MW,2019, ,OAH_SfM26,5,2.5000000,1.0000000,0,PMEA,0,BR,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.204574802282000, ,0,0.000000000000000, 
488,MW,2019, ,OAH_SfM26,5,2.5000000,1.0000000,0,MPAT,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.079690651511700, ,0,0.000000000000000, 
489,MW,2019, ,OAH_SfM26,5,2.5000000,1.0000000,0,PMEA,0,BR,0,8, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.181256338123000, ,0,0.000000000000000, 
490,MW,2019, ,OAH_SfM26,1,2.5000000,1.0000000,0,PMEA,0,BR,0,75,TLS,15, ,0, ,0, ,0,0, ,0,0, ,0,0,0.234743795065000, ,0,0.000000000000000, 
491,MW,2019, ,OAH_SfM26,3,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.060035405783300, ,0,0.000000000000000, 
492,MW,2019, ,OAH_SfM26,3,2.5000000,1.0000000,0,PLOB,0,EM,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.082265181368000, ,0,0.000000000000000, 
493,MW,2019, ,OAH_SfM26,3,2.5000000,1.0000000,0,PLOB,0,EM,0,15, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.076804230753600, ,0,0.000000000000000, 
494,MW,2019, ,OAH_SfM26,3,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.054685464146100, ,0,0.000000000000000, 
495,MW,2019, ,OAH_SfM26,3,2.5000000,1.0000000,0,PLOB,0,EM,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.127790453951000, ,0,0.000000000000000, 
496,MW,2019, ,OAH_SfM26,3,2.5000000,1.0000000,0,PLOB,0,EM,0,25, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.198168916689000, ,0,0.000000000000000, 
497,MW,2019, ,OAH_SfM26,3,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.058612285433900, ,0,0.000000000000000, 
498,MW,2019, ,OAH_SfM26,3,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.215888050691000, ,0,0.000000000000000, 
499,MA,2019, ,SfM27,1,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.063779776997500, ,0,0.000000000000000, 
500,MA,2019, ,SfM27,3,2.5000000,1.0000000,0,PMEA,0,BR,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.269082775589000, ,0,0.000000000000000, 
501,MA,2019, ,SfM27,5,2.5000000,1.0000000,0,PMEA,0,BR,0,12,FISH,1, ,0, ,0, ,0,0, ,0,0, ,0,0,0.284227812620000, ,0,0.000000000000000, 
502,MA,2019, ,SfM27,5,2.5000000,1.0000000,0,PLOB,0,MD,0,55, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.156122034374000, ,0,0.000000000000000, 
503,MA,2019, ,SfM27,5,2.5000000,1.0000000,0,PMEA,0,BR,0,2, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.240220606656000, ,0,0.000000000000000, 
504,MA,2019, ,SfM27,5,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.301429426822000, ,0,0.000000000000000, 
505,MA,2019, ,SfM27,5,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.068156071323400, ,0,0.000000000000000, 
506,MW,2019, ,OAH_SfM27,5,2.5000000,1.0000000,0,PMEA,0,BR,0,5,FISH,1, ,0, ,0, ,0,0, ,0,0, ,0,0,0.275670601271000, ,0,0.000000000000000, 
507,MW,2019, ,OAH_SfM27,5,2.5000000,1.0000000,0,PLOB,0,MD,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.102947025669000, ,0,0.000000000000000, 
508,MW,2019, ,OAH_SfM27,5,2.5000000,1.0000000,0,PLOB,0,MD,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.038309397740700, ,0,0.000000000000000, 
509,MW,2019, ,OAH_SfM27,5,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.237180143354000, ,0,0.000000000000000, 
510,MW,2019, ,OAH_SfM27,5,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.304125665189000, ,0,0.000000000000000, 
511,MW,2019, ,OAH_SfM27,1,2.5000000,1.0000000,0,PMEA,0,KN,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.062871456867000, ,0,0.000000000000000, 
512,MW,2019, ,OAH_SfM27,3,2.5000000,1.0000000,0,PMEA,0,BR,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.267352539215000, ,0,0.000000000000000, 
513,MW,2019, ,OAH_SfM27,5,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.068326276907400, ,0,0.000000000000000, 
514,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,PLOB,0,MD,0,3, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.144541759907000, ,0,0.000000000000000, 
515,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,MCAP,0,EF,0,30, ,0, ,0, ,0,BLE,2,5, ,0,0, ,0,0,0.122200000100000, ,0,0.000000000000000, 
516,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,PLOB,0,EF,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.093522456924000, ,0,0.000000000000000, 
517,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,MCAP,0,EF,0,3, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.238421349136000, ,0,0.000000000000000, 
518,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,MPAT,0,EF,0,30, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.085546010355700, ,0,0.000000000000000, 
519,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,MPAT,0,EF,0,20, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.444692252739000, ,0,0.000000000000000, 
520,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,PMEA,0,BR,0,7, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.256323408308000, ,0,0.000000000000000, 
521,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,MPAT,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.013086253427100, ,0,0.000000000000000, 
522,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,MCAP,0,EF,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.256410315734000, ,0,0.000000000000000, 
523,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,MCAP,0,EF,0,0, ,0, ,0, ,0,BLE,30,4, ,0,0, ,0,0,0.081888338529700, ,0,0.000000000000000, 
524,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,MCAP,0,EF,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.155042091114000, ,0,0.000000000000000, 
525,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,MCAP,0,EF,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.358799999580000, ,0,0.000000000000000, 
526,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.134540886248000, ,0,0.000000000000000, 
527,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,PLOB,0,MD,0,15,FISH,3, ,0, ,0, ,0,0, ,0,0, ,0,0,0.231877080476000, ,0,0.000000000000000, 
528,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,MPAT,0,EF,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.213855395150000, ,0,0.000000000000000, 
529,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,PMEA,0,BR,0,60,TLS,5, ,0, ,0, ,0,0, ,0,0, ,0,0,0.283801779728000, ,0,0.000000000000000, 
530,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,PLOB,0,MD,0,0,FISH,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.057750931011500, ,0,0.000000000000000, 
531,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.147231110724000, ,0,0.000000000000000, 
532,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,PLOB,0,MD,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.103883829858000, ,0,0.000000000000000, 
533,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,PMEA,0,BR,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.125273221857000, ,0,0.000000000000000, 
534,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,MCAP,0,EF,0,10, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.361025774828000, ,0,0.000000000000000, 
535,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,PLOB,0,MD,0,10,TLS,5, ,0, ,0, ,0,0, ,0,0, ,0,0,0.199002511263000, ,0,0.000000000000000, 
536,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,MPAT,0,EF,0,2,UNKN,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.257984205543000, ,0,0.000000000000000, 
537,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,MCAP,0,EF,0,0, ,0, ,0, ,0,BLE,90,5, ,0,0, ,0,0,0.067364456697600, ,0,0.000000000000000, 
538,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,PLOB,0,MD,0,7, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.364319708259000, ,0,0.000000000000000, 
539,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,MPAT,0,EF,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.171518920396000, ,0,0.000000000000000, 
540,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,MPAT,0,EF,0,35,UNKN,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.515410952386000, ,0,0.000000000000000, 
541,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,PLOB,0,MD,0,0,FISH,1, ,0, ,0, ,0,0, ,0,0, ,0,0,0.211044877160000, ,0,0.000000000000000, 
542,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,PLOB,0,MD,0,5,UNKN,2, ,0, ,0, ,0,0, ,0,0, ,0,0,0.253201263973000, ,0,0.000000000000000, 
543,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.112462616249000, ,0,0.000000000000000, 
544,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,MPAT,0,EF,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.239912691347000, ,0,0.000000000000000, 
545,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,MPAT,0,EF,0,7, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.368954537758000, ,0,0.000000000000000, 
546,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,PLOB,0,MD,0,0, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.186421699300000, ,0,0.000000000000000, 
547,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,MPAT,0,EF,0,5, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.133641984687000, ,0,0.000000000000000, 
548,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,MPAT,0,EF,0,1, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.084705903432100, ,0,0.000000000000000, 
549,MA,2019, ,SfM28,1,2.5000000,1.0000000,0,MPAT,0,EF,0,2, ,0, ,0, ,0, ,0,0, ,0,0, ,0,0,0.331442377663000, ,0,0.000000000000000, 
