"FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY_","SPCODE","FRAGMENT_Y","MORPH_CODE","EX_BOUND","OLDDEAD","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","SHAPE_Leng","SEGAREA","site_seg"
1806,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"PMEA",0,"BR",0,2,"NA",0,"NA",0,"NA",0,"BLE",5,1,"NA",0,0,"NA",0,0,0.232621666,2.5,"KAU-02160 5"
1807,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"PMEA",0,"BR",0,0,"PRED",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.198444475,2.5,"KAU-02160 5"
1808,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"PLOB",0,"MD",0,2,"PRED",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.099532607,2.5,"KAU-02160 5"
1809,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"PMEA",0,"BR",0,0,"PRED",2,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.170617965,2.5,"KAU-02160 5"
1810,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"PMEA",0,"BR",0,17,"TLS",5,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.154454523,2.5,"KAU-02160 5"
1811,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"PMEA",0,"BR",0,0,"PRED",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.209753045,2.5,"KAU-02160 5"
1812,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"MPAT",0,"EM",0,33,"UNKN",1,"NA",0,"NA",0,"BIN",1,0,"NA",0,0,"NA",0,0,0.322642419,2.5,"KAU-02160 5"
1813,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"MPAT",0,"EF",0,45,"NA",0,"NA",0,"NA",0,"BLE",20,1,"NA",0,0,"NA",0,0,0.192506649,2.5,"KAU-02160 5"
1816,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"MPAT",0,"EF",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.082851675,2.5,"KAU-02160 5"
1817,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"PDUE",0,"ML",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.070092796,2.5,"KAU-02160 5"
1818,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"MOSP",0,"EF",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.054966353,2.5,"KAU-02160 5"
1819,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"MPAT",0,"EF",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.059421546,2.5,"KAU-02160 5"
1820,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"MPAT",0,"EM",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.265640961,2.5,"KAU-02160 5"
1821,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"PDUE",0,"ML",0,85,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.267802352,2.5,"KAU-02160 5"
1822,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"PVAR",0,"EF",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.105550936,2.5,"KAU-02160 5"
1823,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"PMEA",0,"BR",-1,90,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.320844091,2.5,"KAU-02160 5"
1824,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"MPAT",0,"EF",0,60,"NA",0,"NA",0,"NA",0,"BLE",10,1,"NA",0,0,"NA",0,0,0.262763791,2.5,"KAU-02160 5"
1825,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"POSP",0,"EM",-1,80,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.13654047,2.5,"KAU-02160 5"
1828,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"PDUE",0,"ML",0,70,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.208162437,2.5,"KAU-02160 5"
1829,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"MPAT",0,"EF",0,15,"NA",0,"NA",0,"NA",0,"BIN",5,0,"NA",0,0,"NA",0,0,0.135315816,2.5,"KAU-02160 5"
1830,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"MPAT",0,"EF",0,65,"NA",0,"NA",0,"NA",0,"BIN",1,0,"NA",0,0,"NA",0,0,0.290890993,2.5,"KAU-02160 5"
1831,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"PLOB",0,"MD",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.397590958,2.5,"KAU-02160 5"
1832,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"MPAT",0,"MD",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.118095639,2.5,"KAU-02160 5"
1833,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"PLOB",0,"MD",0,70,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.368426084,2.5,"KAU-02160 5"
1834,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"MPAT",0,"EF",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.141733411,2.5,"KAU-02160 5"
1835,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"MPAT",0,"EF",0,2,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.05349729,2.5,"KAU-02160 5"
1836,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"MPAT",0,"EF",0,85,"NA",0,"NA",0,"NA",0,"BIN",1,0,"NA",0,0,"NA",0,0,0.361095347,2.5,"KAU-02160 5"
1837,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"PLOB",0,"MD",0,50,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.193853165,2.5,"KAU-02160 5"
1838,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"POSP",0,"EM",0,45,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.078476812,2.5,"KAU-02160 5"
1839,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"POSP",0,"EM",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.110162517,2.5,"KAU-02160 5"
1840,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"MPAT",0,"EM",0,35,"NA",0,"NA",0,"NA",0,"TIN",1,0,"BLE",5,1,"NA",0,0,0.258298819,2.5,"KAU-02160 5"
1841,"AH",2019,"SE1902_MHI_LEG3","KAU-02160","5",2.5,1,0,"POSP",-1,"KN",0,70,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.055443124,2.5,"KAU-02160 5"
1897,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"PMEA",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.176041614,2.5,"KAU-02160 5"
1898,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"MPAT",0,"EM",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.19885477,2.5,"KAU-02160 5"
1901,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"MPAT",0,"EM",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.264980244,2.5,"KAU-02160 5"
1902,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"PMEA",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.069985856,2.5,"KAU-02160 5"
1903,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"PDUE",0,"MD",0,80,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.185846199,2.5,"KAU-02160 5"
1905,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"MPAT",0,"EM",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.322593396,2.5,"KAU-02160 5"
1908,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"PMEA",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.211481678,2.5,"KAU-02160 5"
1909,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"PMEA",0,"BR",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.167382496,2.5,"KAU-02160 5"
1910,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"PMEA",0,"BR",0,0,"FISH",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.180511496,2.5,"KAU-02160 5"
1911,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"MPAT",0,"EM",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.36210453,2.5,"KAU-02160 5"
1912,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"PMEA",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.216093406,2.5,"KAU-02160 5"
1913,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"PMEA",0,"KN",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,1,"NA",0,0,"NA",0,0,0.0516462,2.5,"KAU-02160 5"
1914,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"PVAR",0,"EM",0,35,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.109265273,2.5,"KAU-02160 5"
1915,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"PLOB",0,"MD",0,50,"FISH",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.070772382,2.5,"KAU-02160 5"
1919,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"PDUE",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.07082429,2.5,"KAU-02160 5"
1920,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"MPAT",0,"EM",0,35,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.064919181,2.5,"KAU-02160 5"
1921,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"PLOB",0,"EM",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.059894073,2.5,"KAU-02160 5"
1923,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"PLOB",0,"MD",0,0,"FISH",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.100115133,2.5,"KAU-02160 5"
1925,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"PMEA",0,"BR",0,80,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.30509882,2.5,"KAU-02160 5"
1926,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"MCAP",0,"EM",0,10,"NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.09514079,2.5,"KAU-02160 5"
1928,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"MPAT",0,"EM",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.180255818,2.5,"KAU-02160 5"
1929,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"MPAT",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.060336556,2.5,"KAU-02160 5"
1930,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"PLOB",0,"EM",0,5,"NA",0,"NA",0,"NA",0,"BLE",90,1,"NA",0,0,"NA",0,0,0.060599094,2.5,"KAU-02160 5"
1931,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"MPAT",0,"EM",0,45,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.238148378,2.5,"KAU-02160 5"
1932,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"MPAT",0,"EM",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.055692459,2.5,"KAU-02160 5"
1933,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"MPAT",0,"EM",0,65,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.221878457,2.5,"KAU-02160 5"
1934,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"MPAT",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.055092379,2.5,"KAU-02160 5"
1935,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"MPAT",0,"EM",0,80,"PRED",7,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.104814598,2.5,"KAU-02160 5"
1936,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"PLOB",0,"MD",0,25,"GAST",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.401671634,2.5,"KAU-02160 5"
1937,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"MPAT",0,"EM",0,35,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.268952208,2.5,"KAU-02160 5"
1938,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"PLOB",0,"EM",0,70,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.324927715,2.5,"KAU-02160 5"
1939,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"MPAT",0,"EM",0,40,"NA",0,"NA",0,"NA",0,"BLE",50,2,"NA",0,0,"NA",0,0,0.112517954,2.5,"KAU-02160 5"
1940,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"MPAT",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.053972585,2.5,"KAU-02160 5"
1941,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"MPAT",0,"EM",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.076621146,2.5,"KAU-02160 5"
1942,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"MPAT",0,"EM",0,80,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.075041655,2.5,"KAU-02160 5"
1943,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"MPAT",0,"EM",0,60,"GAST",2,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.28323356,2.5,"KAU-02160 5"
1944,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"PLOB",0,"EM",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.054694241,2.5,"KAU-02160 5"
1945,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"PLOB",0,"MD",0,35,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.086579732,2.5,"KAU-02160 5"
1946,"RS",2019,"SE1902","KAU-02160","5",2.5,1,0,"PLOB",0,"MD",0,75,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.081972008,2.5,"KAU-02160 5"
1947,"MA",2019,"SE1902","KAU-02166","0",2.5,1,0,"PMEA",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"BLE",40,2,"NA",0,0,"NA",0,0,0.078202365,2.5,"KAU-02166 0"
1948,"MA",2019,"SE1902","KAU-02166","0",2.5,1,0,"PMEA",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.066908668,2.5,"KAU-02166 0"
1949,"MA",2019,"SE1902","KAU-02166","0",2.5,1,0,"MPAT",0,"EM",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.128718181,2.5,"KAU-02166 0"
1952,"RS",2019,"SE1902","KAU-02166","0",2.5,1,0,"PMEA",0,"KN",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.075278815,2.5,"KAU-02166 0"
1953,"RS",2019,"SE1902","KAU-02166","0",2.5,1,0,"PCOM",0,"KN",0,75,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.078013909,2.5,"KAU-02166 0"
1954,"RS",2019,"SE1902","KAU-02166","0",2.5,1,0,"PMEA",0,"KN",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.060707907,2.5,"KAU-02166 0"
1955,"RS",2019,"SE1902","KAU-02166","0",2.5,1,0,"MPAT",0,"EM",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.153867475,2.5,"KAU-02166 0"
1956,"MA",2019,"SE1902","LAN-01811","0",2.5,1,0,"PLOB",0,"EM",0,3,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.089868626,2.5,"LAN-01811 0"
1957,"MA",2019,"SE1902","LAN-01811","0",2.5,1,0,"PLOB",0,"EM",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.176039229,2.5,"LAN-01811 0"
1958,"MA",2019,"SE1902","LAN-01811","5",2.5,1,0,"PMEA",0,"BR",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.089988944,2.5,"LAN-01811 5"
1959,"MA",2019,"SE1902","LAN-01811","5",2.5,1,0,"PMEA",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.051871476,2.5,"LAN-01811 5"
1960,"MA",2019,"SE1902","LAN-01811","5",2.5,1,0,"MPAT",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.08472125,2.5,"LAN-01811 5"
1961,"MA",2019,"SE1902","LAN-01811","5",2.5,1,0,"PLOB",0,"EM",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.262640286,2.5,"LAN-01811 5"
1962,"MA",2019,"SE1902","LAN-01811","5",2.5,1,0,"PMEA",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.055536654,2.5,"LAN-01811 5"
1963,"MA",2019,"SE1902","LAN-01811","5",2.5,1,0,"PLOB",0,"EM",0,55,"NA",0,"NA",0,"NA",0,"PRS",2,0,"NA",0,0,"NA",0,0,0.151854997,2.5,"LAN-01811 5"
1964,"MA",2019,"SE1902","LAN-01811","5",2.5,1,0,"PLOB",0,"EM",0,80,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.154573801,2.5,"LAN-01811 5"
1965,"MA",2019,"SE1902","LAN-01811","5",2.5,1,0,"MPAT",0,"EM",0,35,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.122096724,2.5,"LAN-01811 5"
1966,"MA",2019,"SE1902","LAN-01811","5",2.5,1,0,"PLOB",0,"EM",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.058935387,2.5,"LAN-01811 5"
1967,"MA",2019,"SE1902","LAN-01811","5",2.5,1,0,"PMEA",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,1,"NA",0,0,"NA",0,0,0.053956,2.5,"LAN-01811 5"
1968,"MA",2019,"SE1902","LAN-01811","10",2.5,1,0,"PLOB",0,"MD",0,55,"NA",0,"NA",0,"NA",0,"PTR",1,0,"NA",0,0,"NA",0,0,0.254835967,2.5,"LAN-01811 10"
1969,"MA",2019,"SE1902","LAN-01811","10",2.5,1,0,"PLOB",0,"EM",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.069632823,2.5,"LAN-01811 10"
1970,"MA",2019,"SE1902","LAN-01811","10",2.5,1,0,"MPAT",0,"EM",0,70,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.108876674,2.5,"LAN-01811 10"
1971,"MA",2019,"SE1902","LAN-01811","15",2.5,1,0,"MPAT",0,"EM",0,2,"GAST",3,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.0674,2.5,"LAN-01811 15"
1972,"MA",2019,"SE1902","LAN-01811","15",2.5,1,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.053576488,2.5,"LAN-01811 15"
1973,"MA",2019,"SE1902","LAN-01811","15",2.5,1,0,"PLOB",0,"EM",0,65,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.30767569,2.5,"LAN-01811 15"
1982,"RS",2019,"SE1902","LAN-01811","0",2.5,1,0,"PLOB",0,"EM",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.086539991,2.5,"LAN-01811 0"
1983,"RS",2019,"SE1902","LAN-01811","0",2.5,1,0,"PLOB",0,"EM",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.176496147,2.5,"LAN-01811 0"
1984,"RS",2019,"SE1902","LAN-01811","5",2.5,1,0,"PMEA",0,"BR",0,3,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.086118523,2.5,"LAN-01811 5"
1987,"RS",2019,"SE1902","LAN-01811","5",2.5,1,0,"PLOB",0,"EM",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.260904906,2.5,"LAN-01811 5"
1988,"RS",2019,"SE1902","LAN-01811","5",2.5,1,0,"MPAT",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.090410286,2.5,"LAN-01811 5"
1989,"RS",2019,"SE1902","LAN-01811","5",2.5,1,0,"PMEA",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.062998412,2.5,"LAN-01811 5"
1990,"RS",2019,"SE1902","LAN-01811","5",2.5,1,0,"PMEA",0,"KN",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.054972811,2.5,"LAN-01811 5"
1991,"RS",2019,"SE1902","LAN-01811","5",2.5,1,0,"PLOB",0,"EM",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.139620628,2.5,"LAN-01811 5"
1992,"RS",2019,"SE1902","LAN-01811","5",2.5,1,0,"PLOB",0,"EM",0,80,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.156840365,2.5,"LAN-01811 5"
1993,"RS",2019,"SE1902","LAN-01811","5",2.5,1,0,"MPAT",0,"EM",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.323115398,2.5,"LAN-01811 5"
1994,"RS",2019,"SE1902","LAN-01811","5",2.5,1,0,"PLOB",0,"EM",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.060561456,2.5,"LAN-01811 5"
1995,"RS",2019,"SE1902","LAN-01811","5",2.5,1,0,"PMEA",0,"KN",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.053956,2.5,"LAN-01811 5"
1996,"RS",2019,"SE1902","LAN-01811","10",2.5,1,0,"PLOB",0,"EM",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.068962091,2.5,"LAN-01811 10"
1997,"RS",2019,"SE1902","LAN-01811","10",2.5,1,0,"PLOB",0,"MD",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.295169053,2.5,"LAN-01811 10"
2002,"RS",2019,"SE1902","LAN-01811","10",2.5,1,0,"MPAT",0,"EM",0,80,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.097308685,2.5,"LAN-01811 10"
2003,"RS",2019,"SE1902","LAN-01811","15",2.5,1,0,"PLOB",0,"EM",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.059339363,2.5,"LAN-01811 15"
2004,"RS",2019,"SE1902","LAN-01811","15",2.5,1,0,"PLOB",0,"EM",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.303745452,2.5,"LAN-01811 15"
2007,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,40,"NA",0,"NA",0,"NA",0,"ALG",3,0,"NA",0,0,"NA",0,0,0.341832825,2.5,"LAN-01813 5"
2011,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,70,"NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.142058087,2.5,"LAN-01813 5"
2013,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.084765854,2.5,"LAN-01813 5"
2014,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,60,"NA",0,"NA",0,"NA",0,"ALG",2,0,"NA",0,0,"NA",0,0,0.423861735,2.5,"LAN-01813 5"
2015,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,35,"NA",0,"NA",0,"NA",0,"ALG",2,0,"NA",0,0,"NA",0,0,0.171524605,2.5,"LAN-01813 5"
2017,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,70,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.1269262,2.5,"LAN-01813 5"
2018,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"ALG",2,0,"NA",0,0,"NA",0,0,0.116847636,2.5,"LAN-01813 5"
