OID_,ANALYST,OBS_YEAR,MISSION_ID,SITE,TRANSECT,SEGMENT,SEGLENGTH,SEGWIDTH,NO_COLONY,SPCODE,EX_BOUND,FRAGMENT,JUVENILE,REMNANT,OLDDEAD,MORPH_CODE,JUV_SUBSTRATE,RDCAUSE_1,RD_1,RDCAUSE_2,RD_2,RDCAUSE_3,RD_3,CON_1,EXTENT_1,SEV_1,CON_2,EXTENT_2,SEV_2,CON_3,EXTENT_3,SEV_3,Mosaic_Issues,Shape_Length
8429,MSL,2023,RA2301,SWA-977,A,0,2.5000000,1.0000000,0,MOSP,0,0,0,0,10,PL,,,,,,,,,,,,,,,,,,0.469720342043482
8430,MSL,2023,RA2301,SWA-977,A,0,2.5000000,1.0000000,0,MOSP,0,0,0,0,10,PL,,GAST,3,,,,,,,,,,,,,,,0.818251042561562
8431,MSL,2023,RA2301,SWA-977,A,0,2.5000000,1.0000000,0,MOSP,0,0,0,0,60,PL,,,,,,,,,,,,,,,,,,0.287501461319261
8432,MSL,2023,RA2301,SWA-977,A,0,2.5000000,1.0000000,0,MOSP,0,0,0,0,10,PL,,,,,,,,,,,,,,,,,,0.262262502772094
8433,MSL,2023,RA2301,SWA-977,A,0,2.5000000,1.0000000,0,PSSP,0,0,0,0,50,EM,,,,,,,,,,,,,,,,,,0.185193547899191
8434,MSL,2023,RA2301,SWA-977,A,0,2.5000000,1.0000000,0,PSSP,0,0,0,0,10,EM,,,,,,,,,,,,,,,,,,0.150640666071049
8435,MSL,2023,RA2301,SWA-977,A,0,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.080257834450893
8436,MSL,2023,RA2301,SWA-977,A,0,2.5000000,1.0000000,0,HCOE,0,0,0,0,10,BR,,,,,,,,,,,,,,,,,,0.098912941169071
8437,MSL,2023,RA2301,SWA-977,A,0,1.0000000,1.0000000,0,FUSP,0,0,-1,0,,FR,TURFH,,,,,,,,,,,,,,,,,0.017947144920125
8438,MSL,2023,RA2301,SWA-977,A,0,1.0000000,1.0000000,0,FUSP,0,0,-1,0,,FR,CCAH,,,,,,,,,,,,,,,,,0.033913566075861
8439,MSL,2023,RA2301,SWA-977,A,0,1.0000000,1.0000000,0,FUSP,0,0,-1,0,,FR,CORAL,,,,,,,,,,,,,,,,,0.012370932806213
8440,MSL,2023,RA2301,SWA-977,A,0,1.0000000,1.0000000,0,FUSP,0,0,-1,0,,FR,CCAH,,,,,,,,,,,,,,,,,0.009774457072128
8441,MSL,2023,RA2301,SWA-977,A,0,1.0000000,1.0000000,0,FUSP,0,0,-1,0,,FR,CCAH,,,,,,,,,,,,,,,,,0.006670831101136
8442,MSL,2023,RA2301,SWA-977,A,0,1.0000000,1.0000000,0,FUSP,0,0,-1,0,,FR,CCAH,,,,,,,,,,,,,,,,,0.007100703302997
8443,MSL,2023,RA2301,SWA-977,A,0,1.0000000,1.0000000,0,FUSP,0,0,-1,0,,FR,CCAH,,,,,,,,,,,,,,,,,0.022673774697028
8444,MSL,2023,RA2301,SWA-977,A,0,1.0000000,1.0000000,0,FUSP,0,0,-1,0,,FR,CCAH,,,,,,,,,,,,,,,,,0.015071164668468
8445,MSL,2023,RA2301,SWA-977,A,0,1.0000000,1.0000000,0,FUSP,0,0,-1,0,,FR,CCAH,,,,,,,,,,,,,,,,,0.016125136214160
8446,MSL,2023,RA2301,SWA-977,A,0,1.0000000,1.0000000,0,FUSP,0,0,-1,0,,FR,CCAR,,,,,,,,,,,,,,,,,0.034391859360372
8447,MSL,2023,RA2301,SWA-977,A,0,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.049432479486454
8448,MSL,2023,RA2301,SWA-977,A,0,1.0000000,1.0000000,0,FUSP,0,0,-1,0,,FR,CCAH,,,,,,,,,,,,,,,,,0.014268847226744
8449,MSL,2023,RA2301,SWA-977,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.960663312368636
8450,MSL,2023,RA2301,SWA-977,A,5,2.5000000,1.0000000,0,PSSP,0,0,0,0,25,KN,,,,,,,,,,,,,,,,,,0.305540913270064
8451,MSL,2023,RA2301,SWA-977,A,5,2.5000000,1.0000000,0,PLOB,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.365872833008573
8452,MSL,2023,RA2301,SWA-977,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,1,PL,,,,,,,,,,,,,,,,,,0.319728166094380
8453,MSL,2023,RA2301,SWA-977,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.307219156522930
8454,MSL,2023,RA2301,SWA-977,A,5,1.0000000,1.0000000,0,POSP,0,0,-1,0,,EM,CCAH,,,,,,,,,,,,,,,,,0.034539833037387
8455,MSL,2023,RA2301,SWA-977,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.464009923771772
8456,MSL,2023,RA2301,SWA-977,A,5,1.0000000,1.0000000,0,PSSP,0,0,-1,0,,EM,CCAH,,,,,,,,,,,,,,,,,0.028587060335214
8457,MSL,2023,RA2301,SWA-977,A,5,1.0000000,1.0000000,0,PSSP,0,0,-1,0,,EM,TURFH,,,,,,,,,,,,,,,,,0.027707760560965
8458,MSL,2023,RA2301,SWA-977,A,5,1.0000000,1.0000000,0,POCS,0,0,-1,0,,EM,TURFH,,,,,,,,,,,,,,,,,0.019142621744225
8459,MSL,2023,RA2301,SWA-977,A,5,2.5000000,1.0000000,0,PLOB,0,0,0,0,1,PL,,,,,,,,,,,,,,,,,,0.822194386852559
8460,MSL,2023,RA2301,SWA-977,A,5,2.5000000,1.0000000,0,PLOB,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.326388633504693
8461,MSL,2023,RA2301,SWA-977,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.264604176378874
8462,MSL,2023,RA2301,SWA-977,A,5,2.5000000,1.0000000,0,LMYC,0,0,0,0,,EM,,,,,,,,,,,,,,,,,,0.076289579477976
8463,MSL,2023,RA2301,SWA-977,A,5,2.5000000,1.0000000,0,LMYC,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.062193327912139
8464,MSL,2023,RA2301,SWA-977,A,5,2.5000000,1.0000000,0,PLOB,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.529004291426306
8465,MSL,2023,RA2301,SWA-977,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,7,PL,,GAST,7,,,,,,,,,,,,,,,0.579767203607922
8466,MSL,2023,RA2301,SWA-977,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,60,PL,,,,,,,,,,,,,,,,,,0.552016712015080
8467,MSL,2023,RA2301,SWA-977,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,PL,,,,,,,,,,,,,,,,,,0.732837178663690
8468,MSL,2023,RA2301,SWA-977,A,5,2.5000000,1.0000000,0,PMVC,0,0,0,0,,BR,,,,,,,,,,,,,,,,,,0.225607734299867
8469,MSL,2023,RA2301,SWA-977,A,5,2.5000000,1.0000000,0,LMYC,0,0,0,0,,EM,,,,,,,,,,,,,,,,,,0.051157893499867
8470,MSL,2023,RA2301,SWA-977,A,5,2.5000000,1.0000000,0,LMYC,0,0,0,0,,EM,,,,,,,,,,,,,,,,,,0.196220514127330
8471,MSL,2023,RA2301,SWA-977,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,3,PL,,GAST,3,,,,,,,,,,,,,,,0.369496306631483
8472,MSL,2023,RA2301,SWA-977,A,5,2.5000000,1.0000000,0,LMYC,0,0,0,0,10,EM,,,,,,,,,,,,,,,,,,0.065100307457801
8473,MSL,2023,RA2301,SWA-977,A,5,1.0000000,1.0000000,0,LESP,0,0,-1,0,,EM,TURFH,,,,,,,,,,,,,,,,,0.017941294340254
8474,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,PL,,,,,,,,,,,,,,,,,,0.623400561536305
8475,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.111751733128665
8476,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,EM,,,,,,,,,,,,,,,,,,0.098369558974686
8477,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,50,PL,,,,,,,,,,,,,,,,,,0.360857450338028
8478,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.140400035310063
8479,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,3,PL,,,,,,,,,,,,,,,,,,0.100667423112036
8480,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,40,PL,,,,,,,,,,,,,,,,,,0.078981579825944
8481,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,7,PL,,,,,,,,,,,,,,,,,,0.070910154689805
8482,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,LMYC,0,0,0,0,10,EM,,,,,,,,,,,,,,,,,,0.086130424000085
8483,MSL,2023,RA2301,SWA-977,A,10,1.0000000,1.0000000,0,MOSP,0,0,-1,0,,EM,TURFH,,,,,,,,,,,,,,,,,0.039286766154425
8484,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.222411015456599
8485,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,50,EM,,,,,,,,,,,,,,,,,,0.080853694038547
8486,MSL,2023,RA2301,SWA-977,A,10,1.0000000,1.0000000,0,MOSP,0,0,-1,0,,EM,TURFH,,,,,,,,,,,,,,,,,0.041117514596831
8487,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,25,EM,,GAST,25,,,,,,,,,,,,,,,0.123532424854667
8488,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,3,PL,,,,,,,,,,,,,,,,,,0.138318834071517
8489,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,10,PL,,,,,,,,,,,,,,,,,,0.105878846012274
8490,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,40,PL,,,,,,,,,,,,,,,,,,0.096034264867863
8491,MSL,2023,RA2301,SWA-977,A,10,1.0000000,1.0000000,0,MOSP,0,0,-1,0,,PL,TURFH,,,,,,,,,,,,,,,,,0.028758650125696
8492,MSL,2023,RA2301,SWA-977,A,10,1.0000000,1.0000000,0,MOSP,0,0,-1,0,,EM,TURFH,,,,,,,,,,,,,,,,,0.023781084871828
8493,MSL,2023,RA2301,SWA-977,A,10,1.0000000,1.0000000,0,MOSP,0,0,-1,0,,EM,TURFH,,,,,,,,,,,,,,,,,0.030430577485170
8494,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,PAVS,0,0,0,0,,EM,,,,,,,,,,,,,,,,,,0.051862317399785
8495,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.065571716275376
8496,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,75,PL,,,,,,,,,,,,,,,,,,0.052548834434766
8497,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,PL,,GAST,7,,,,,,,,,,,,,,,0.376485988388202
8498,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,PLOB,0,0,0,0,5,PL,,FISH,3,,,,,,,,,,,,,,,0.244469916480137
8499,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,7,PL,,GAST,5,,,,,,,,,,,,,,,0.155563107089229
8500,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,25,PL,,,,,,,,,,,,,,,,,,0.098248308292647
8501,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,20,PL,,,,,,,,,,,,,,,,,,0.138401336780894
8502,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,40,PL,,GAST,20,,,,,,,,,,,,,,,0.149039860450751
8503,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,HCOE,0,0,0,0,7,BR,,,,,,,,,,,,,,,,,,0.310756254912229
8504,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,LMYC,0,0,0,0,10,EM,,,,,,,,,,,,,,,,,,0.073195422847692
8505,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,10,PL,,,,,,,,,,,,,,,,,,0.202420478053089
8506,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,HCOE,0,0,0,0,,BR,,,,,,,,,,,,,,,,,,0.079641447565049
8507,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,HCOE,0,0,0,0,,BR,,,,,,,,,,,,,,,,,,0.082359031281911
8508,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,HCOE,0,0,0,0,,BR,,,,,,,,,,,,,,,,,,0.048861129060474
8509,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,1,PL,,,,,,,,,,,,,,,,,,0.079017528759719
8510,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,95,PL,,,,,,,,,,,,,,,,,,0.191784723366865
8511,MSL,2023,RA2301,SWA-977,A,10,1.0000000,1.0000000,0,MOSP,0,0,-1,0,,PL,TURFH,,,,,,,,,,,,,,,,,0.042401060058160
8512,MSL,2023,RA2301,SWA-977,A,10,1.0000000,1.0000000,0,MOSP,0,0,-1,0,,PL,TURFH,,,,,,,,,,,,,,,,,0.040604433189776
8513,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,90,PL,,,,,,,,,,,,,,,,,,0.165314549073543
8514,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.131612802555825
8515,MSL,2023,RA2301,SWA-977,A,10,1.0000000,1.0000000,0,FUSP,0,0,-1,0,,FR,TURFH,,,,,,,,,,,,,,,,,0.021727861756540
8516,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.099852941418176
8517,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,25,PL,,,,,,,,,,,,,,,,,,0.069335416217660
8518,MSL,2023,RA2301,SWA-977,A,10,1.0000000,1.0000000,0,MOSP,0,0,-1,0,,EM,TURFH,,,,,,,,,,,,,,,,,0.019612749519411
8519,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,PL,,GAST,10,,,,,,,,,,,,,,,0.110852785977665
8520,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,PL,,,,,,,,,,,,,,,,,,0.130100347598153
8521,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.173860864454826
8522,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,20,PL,,,,,,,,,,,,,,,,,,0.314809926595294
8523,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,25,PL,,GAST,1,,,,,,,,,,,,,,,0.728952158049676
8524,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.108597467373525
8525,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.065006230884989
8526,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,30,PL,,GAST,3,,,,,,,,,,,,,,,0.554613423190303
8527,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.068062471531360
8528,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,25,PL,,,,,,,,,,,,,,,,,,0.275640708176914
8529,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,50,PL,,,,,,,,,,,,,,,,,,0.135822862774941
8530,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,20,PL,,,,,,,,,,,,,,,,,,0.126880494979445
8531,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,50,PL,,,,,,,,,,,,,,,,,,0.231994591555337
8532,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,PL,,GAST,20,,,,,,,,,,,,,,,0.472577464281573
8533,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.075787928062649
8534,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,10,PL,,,,,,,,,,,,,,,,,,0.437191147520369
8535,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.081097718719180
8536,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.127827424248724
8537,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,7,PL,,GAST,7,,,,,,,,,,,,,,,0.493682661432413
8538,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,35,PL,,GAST,5,,,,,,,,,,,,,,,0.147578047583338
8539,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,30,PL,,,,,,,,,,,,,,,,,,0.391072436505114
8540,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,10,PL,,,,,,,,,,,,,,,,,,0.173671989238672
8541,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.105174379630523
8542,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,15,PL,,GAST,5,,,,,,,,,,,,,,,0.627387375980068
8543,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.089697548265871
8544,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.065707838304191
8545,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,10,PL,,,,,,,,,,,,,,,,,,0.130655271414251
8546,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,PL,,GAST,5,,,,,,,,,,,,,,,0.181631110038769
8547,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,PL,,,,,,,,,,,,,,,,,,0.229694079648526
8548,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,PL,,,,,,,,,,,,,,,,,,0.521196181522271
8549,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,90,PL,,GAST,5,,,,,,,,,,,,,,,0.106960413072127
8550,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,10,PL,,GAST,3,,,,,,,,,,,,,,,0.188637695126015
8551,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,3,PL,,GAST,3,,,,,,,,,,,,,,,0.160726631536762
8552,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,70,PL,,,,,,,,,,,,,,,,,,0.066701199889835
8553,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,80,PL,,GAST,25,,,,,,,,,,,,,,,0.153054238806339
8554,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.104880169823071
8555,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.057354511090282
8556,MSL,2023,RA2301,SWA-977,A,5,2.5000000,1.0000000,0,PSSP,0,0,0,0,,EM,,,,,,,,,,,,,,,,,,0.050271462122978
8557,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.049568639018892
8558,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.142884917992663
8559,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.138958770955022
8560,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,,PL,,,,,,,,,,,,,,,,,,0.065540368793425
8561,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,25,PL,,,,,,,,,,,,,,,,,,0.095383541660842
8562,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,97,PL,,GAST,2,,,,,,,,,,,,,,,0.267202769147285
8563,MSL,2023,RA2301,SWA-977,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,PL,,,,,,,,,,,,,,,,,,0.099819286596584
8564,MSL,2023,RA2301,SWA-977,A,10,1.0000000,1.0000000,0,MOSP,0,0,-1,0,,PL,TURFH,,,,,,,,,,,,,,,,,0.032573761902902
8565,MSL,2023,RA2301,SWA-977,A,10,1.0000000,1.0000000,0,MOSP,0,0,-1,0,0,PL,TURFH,,,,,,,,,,,,,,,,,0.043104524846323
8566,JC,2023,RA2301,SWA-989,A,0,1.0000000,1.0000000,0,FUSP,0,0,-1,0,,FR,EMA,,,,,,,,,,,,,,,,,0.042507057304191
8567,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,FUSP,0,0,0,0,0,FR,,,,,,,,,,,,,,,,,,0.074526304031114
8568,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,FUSP,0,0,0,0,0,FR,,,,,,,,,,,,,,,,,,0.064006249430570
8569,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,PLOB,0,0,0,0,2,MD,,,,,,,,,,,,,,,,,,0.927855377233360
8570,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,PCHI,0,0,0,0,15,EM,,,,,,,,,,,,,,,,,,0.559374883161503
8571,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,MOSP,0,0,0,0,0,PL,,,,,,,,,,,,,,,,,,0.058856181110376
8572,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,FUSP,0,0,0,0,1,FR,,,,,,,,,,,,,,,,,,0.075490728310860
8573,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,FUSP,0,0,0,0,2,FR,,,,,,,,,,,,,,,,,,0.074999866413681
8574,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,PLOB,0,0,0,0,1,PL,,,,,,,,,,,,,,,,,,0.595117240266401
8575,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,MOSP,0,0,0,0,75,FO,,,,,,,,,,,,,,,,,,0.334073839002541
8576,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,FUSP,0,0,0,0,0,FR,,,,,,,,,,,,,,,,,,0.075621425649570
8577,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,FUSP,0,0,0,0,0,FR,,,,,,,,SGA,10,,,,,,,,,0.054223242488627
8578,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,FUSP,0,0,0,0,0,FR,,,,,,,,,,,,,,,,,,0.088780459665489
8579,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,FUSP,0,0,0,0,0,FR,,,,,,,,,,,,,,,,,,0.068066144128675
8580,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,PLOB,0,0,0,0,0,MD,,,,,,,,,,,,,,,,,,0.135392503349169
8581,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,FUSP,0,0,0,0,0,FR,,,,,,,,,,,,,,,,,,0.073743134892288
8582,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,PLOB,0,0,0,0,1,PL,,,,,,,,,,,,,,,,,,0.471429113647775
8583,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,PLOB,0,0,0,0,8,MD,,,,,,,,,,,,,,,,,,0.381247032953120
8584,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,MOSP,0,0,0,0,35,EM,,,,,,,,,,,,,,,,,,0.085488010609586
8585,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,MOSP,0,0,0,0,25,EM,,,,,,,,,,,,,,,,,,0.143509233547021
8586,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,FUSP,0,0,0,0,0,FR,,,,,,,,,,,,,,,,,,0.075861518602789
8587,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,FUSP,0,0,0,0,5,FR,,,,,,,,,,,,,,,,,,0.068968760937691
8588,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,FUSP,0,0,0,0,2,FR,,,,,,,,,,,,,,,,,,0.085338151417921
8589,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,FUSP,0,0,0,0,0,FR,,,,,,,,,,,,,,,,,,0.072500000675691
8590,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,PNIE,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.092999892114151
8591,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.555475437185252
8592,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,HCOE,0,0,0,0,2,BR,,,,,,,,,,,,,,,,,,0.385069474365755
8593,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,FUSP,0,0,0,0,0,FR,,,,,,,,,,,,,,,,,,0.095928776245912
8594,JC,2023,RA2301,SWA-989,A,0,2.5000000,1.0000000,0,FUSP,0,0,0,0,0,FR,,,,,,,,,,,,,,,,,,0.090993626256563
